case_id,animal,cut,thickness,doneness,equipment,language,status,issue_code,issue_message,response_excerpt
case-002333,Pescado,salmon,2,well_done,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 1 min por lado + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zona más suave. (10 
case-002334,Fish,salmon,2,well_done,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 1 min per side + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 min) 2. First sear 
case-002335,Pescado,salmon,2,well_done,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 1 min por lado + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas directa/indirecta. (10
case-002336,Fish,salmon,2,well_done,kamado,en,OK,,,controlled direct heat. Use kamado. 1 min per side + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. First sear pass: S
case-002337,Pescado,salmon,2,well_done,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 1 min por lado + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar sartén y horno: Usa sartén caliente y deja espacio e
case-002338,Fish,salmon,2,well_done,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 1 min per side + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min) 2. First sear p
case-002339,Pescado,salmon,2,well_done,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 1 min por lado + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (
case-002340,Fish,salmon,2,well_done,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 1 min per side + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: Sear over 
case-002341,Pescado,salmon,5,juicy,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 5 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-002342,Fish,salmon,5,juicy,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 5 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: S
case-002343,Pescado,salmon,5,juicy,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 5 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-002344,Fish,salmon,5,juicy,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 5 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-002345,Pescado,salmon,5,juicy,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 5 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-002346,Fish,salmon,5,juicy,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 5 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. S
case-002347,Pescado,salmon,5,juicy,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 5 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Calentar sartén medio-alto: Usa sartén calient
case-002348,Fish,salmon,5,juicy,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 5 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Heat pan to medium-high: Use a hot pan and keep space between pieces. (10 
case-002349,Pescado,salmon,5,juicy,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 5 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-002350,Fish,salmon,5,juicy,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 5 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
case-002351,Pescado,salmon,5,medium,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-002352,Fish,salmon,5,medium,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First sear pas
case-002353,Pescado,salmon,5,medium,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-002354,Fish,salmon,5,medium,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-002355,Pescado,salmon,5,medium,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-002356,Fish,salmon,5,medium,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. F
case-002357,Pescado,salmon,5,medium,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar sartén y horno: Usa sartén calient
case-002358,Fish,salmon,5,medium,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min
case-002359,Pescado,salmon,5,medium,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-002360,Fish,salmon,5,medium,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
case-002361,Pescado,salmon,5,well_done,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-002362,Fish,salmon,5,well_done,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First sear pas
case-002363,Pescado,salmon,5,well_done,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-002364,Fish,salmon,5,well_done,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-002365,Pescado,salmon,5,well_done,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-002366,Fish,salmon,5,well_done,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. F
case-002367,Pescado,salmon,5,well_done,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar sartén y horno: Usa sartén calient
case-002368,Fish,salmon,5,well_done,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min
case-002369,Pescado,salmon,5,well_done,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-002370,Fish,salmon,5,well_done,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 6 min indirect + 2 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
case-002371,Pescado,salmon,8,juicy,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-002372,Fish,salmon,8,juicy,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 6 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: S
case-002373,Pescado,salmon,8,juicy,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-002374,Fish,salmon,8,juicy,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 6 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-002375,Pescado,salmon,8,juicy,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-002376,Fish,salmon,8,juicy,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 6 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. S
case-002377,Pescado,salmon,8,juicy,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Calentar sartén medio-alto: Usa sartén calient
case-002378,Fish,salmon,8,juicy,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 6 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Heat pan to medium-high: Use a hot pan and keep space between pieces. (10 
case-002379,Pescado,salmon,8,juicy,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 46°C. Temperatura final esperada tras reposo: 48°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-002380,Fish,salmon,8,juicy,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 6 min indirect + 2 min rest Pull target: 46°C. Expected final temperature after rest: 48°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
case-002381,Pescado,salmon,8,medium,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-002382,Fish,salmon,8,medium,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First sear pas
case-002383,Pescado,salmon,8,medium,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 6 min indirecto + 2 min reposo Temperatura de salida: 50°C. Temperatura final esperada tras reposo: 52°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-002384,Fish,salmon,8,medium,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 6 min indirect + 2 min rest Pull target: 50°C. Expected final temperature after rest: 52°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
